trial,rider,path,path_time,n_orders,delta_mean,delta_min,delta_max
trial 502,rider 2,path 2,55,6,4.166666666666667,-19,31
trial 502,rider 3,path 1,17,1,-19.0,-19,-19
trial 502,rider 3,path 2,23,1,-16.0,-16,-16
trial 503,rider 1,path 1,15,1,-20.0,-20,-20
trial 503,rider 1,path 2,23,1,-16.0,-16,-16
trial 503,rider 1,path 3,31,2,-11.5,-17,-6
trial 503,rider 2,path 1,21,1,-17.0,-17,-17
trial 503,rider 2,path 2,11,1,-22.0,-22,-22
trial 503,rider 2,path 3,35,3,-11.333333333333334,-21,-1
trial 503,rider 3,path 1,43,4,-4.0,-15,11
trial 504,rider 1,path 1,48,4,0.25,-17,16
trial 504,rider 2,path 1,25,1,-15.0,-15,-15
trial 504,rider 2,path 2,20,2,-11.0,-12,-10
trial 504,rider 2,path 3,36,3,-7.0,-20,2
trial 504,rider 3,path 1,29,1,-13.0,-13,-13
trial 504,rider 3,path 2,19,2,-17.0,-22,-12
trial 505,rider 1,path 1,23,1,-16.0,-16,-16
trial 505,rider 1,path 2,21,1,-17.0,-17,-17
trial 505,rider 2,path 1,25,1,-15.0,-15,-15
trial 505,rider 2,path 2,40,3,1.0,-12,9
trial 505,rider 3,path 1,29,1,-13.0,-13,-13
trial 505,rider 3,path 2,55,6,-0.8333333333333334,-20,25
trial 506,rider 1,path 1,17,1,-19.0,-19,-19
trial 506,rider 1,path 2,33,2,-12.5,-17,-8
trial 506,rider 2,path 1,23,1,-16.0,-16,-16
trial 506,rider 2,path 2,21,1,-17.0,-17,-17
trial 506,rider 2,path 3,28,2,-8.5,-13,-4
trial 506,rider 3,path 1,43,4,-3.75,-21,14
trial 506,rider 3,path 2,32,2,-3.0,-10,4
trial 507,rider 1,path 1,23,2,-15.5,-18,-13
trial 507,rider 1,path 2,50,5,7.0,-22,37
trial 507,rider 2,path 1,29,2,-11.5,-17,-6
trial 507,rider 3,path 1,23,1,-16.0,-16,-16
trial 507,rider 3,path 2,33,3,-0.6666666666666666,-7,7
trial 508,rider 1,path 1,31,3,-8.0,-16,-3
trial 508,rider 1,path 2,31,3,-7.0,-17,0
trial 508,rider 2,path 1,23,1,-16.0,-16,-16
trial 508,rider 2,path 2,17,1,-19.0,-19,-19
trial 508,rider 2,path 3,31,2,-10.0,-20,0
trial 508,rider 3,path 1,25,1,-15.0,-15,-15
trial 508,rider 3,path 2,38,2,-7.5,-10,-5
trial 509,rider 1,path 1,13,1,-21.0,-21,-21
trial 509,rider 1,path 2,52,5,-1.2,-21,21
trial 509,rider 2,path 1,17,1,-19.0,-19,-19
trial 509,rider 2,path 2,15,1,-20.0,-20,-20
trial 509,rider 2,path 3,35,3,-7.666666666666667,-16,0
trial 509,rider 3,path 1,17,1,-19.0,-19,-19
trial 509,rider 3,path 2,17,1,-19.0,-19,-19
trial 510,rider 1,path 1,19,1,-18.0,-18,-18
trial 510,rider 1,path 2,39,3,-5.333333333333333,-18,5
trial 510,rider 2,path 1,44,4,-2.5,-22,16
trial 510,rider 2,path 2,23,1,-3.0,-3,-3
trial 510,rider 3,path 1,13,1,-21.0,-21,-21
trial 510,rider 3,path 2,23,1,-12.0,-12,-12
trial 510,rider 3,path 3,38,2,-8.0,-16,0
trial 511,rider 1,path 1,15,1,-20.0,-20,-20
trial 511,rider 1,path 2,30,2,-14.5,-20,-9
trial 511,rider 1,path 3,42,4,-2.25,-10,16
trial 511,rider 2,path 1,19,1,-18.0,-18,-18
trial 511,rider 2,path 2,19,1,-18.0,-18,-18
trial 511,rider 3,path 1,27,1,-14.0,-14,-14
trial 511,rider 3,path 2,42,3,3.0,-10,11
trial 512,rider 1,path 1,17,1,-19.0,-19,-19
trial 512,rider 1,path 2,53,6,-1.8333333333333333,-22,21
trial 512,rider 2,path 1,19,1,-18.0,-18,-18
trial 512,rider 2,path 2,21,1,-17.0,-17,-17
trial 512,rider 3,path 1,23,1,-16.0,-16,-16
trial 512,rider 3,path 2,45,3,-6.666666666666667,-21,6
trial 513,rider 1,path 1,17,1,-19.0,-19,-19
trial 513,rider 1,path 2,32,2,-10.0,-16,-4
trial 513,rider 2,path 1,17,1,-19.0,-19,-19
trial 513,rider 2,path 2,23,1,-16.0,-16,-16
trial 513,rider 2,path 3,43,4,-4.25,-22,10
trial 513,rider 3,path 1,19,1,-18.0,-18,-18
trial 513,rider 3,path 2,36,3,-6.666666666666667,-19,5
trial 514,rider 1,path 1,28,2,-16.0,-21,-11
trial 514,rider 1,path 2,30,2,0.0,-15,15
trial 514,rider 1,path 3,32,2,3.5,0,7
trial 514,rider 2,path 1,23,1,-16.0,-16,-16
trial 514,rider 2,path 2,32,2,-2.0,-4,0
trial 514,rider 3,path 1,23,1,-16.0,-16,-16
trial 514,rider 3,path 2,39,3,-3.3333333333333335,-6,-1
trial 515,rider 1,path 1,31,3,-7.0,-13,-4
trial 515,rider 1,path 2,42,4,2.75,-9,13
trial 515,rider 2,path 1,17,1,-19.0,-19,-19
trial 515,rider 2,path 2,31,2,-12.0,-16,-8
trial 515,rider 3,path 1,21,1,-17.0,-17,-17
trial 515,rider 3,path 2,33,2,-5.5,-6,-5
trial 516,rider 1,path 1,27,1,-14.0,-14,-14
trial 516,rider 1,path 2,50,5,0.4,-9,18
trial 516,rider 2,path 1,19,1,-18.0,-18,-18
trial 516,rider 2,path 2,29,3,-11.333333333333334,-21,1
trial 516,rider 3,path 1,15,1,-20.0,-20,-20
trial 516,rider 3,path 2,30,2,-12.5,-18,-7
trial 517,rider 1,path 1,9,1,-23.0,-23,-23
trial 517,rider 1,path 2,33,2,-8.0,-9,-7
trial 517,rider 1,path 3,35,3,3.3333333333333335,-2,12
trial 517,rider 2,path 1,36,2,-7.5,-12,-3
trial 517,rider 2,path 2,22,2,-11.0,-11,-11
trial 517,rider 3,path 1,15,1,-20.0,-20,-20
trial 517,rider 3,path 2,21,1,-17.0,-17,-17
trial 517,rider 3,path 3,23,1,1.0,1,1
trial 518,rider 1,path 1,23,1,-16.0,-16,-16
trial 518,rider 1,path 2,36,2,-14.0,-21,-7
trial 518,rider 2,path 1,25,1,-15.0,-15,-15
trial 518,rider 2,path 2,59,6,1.5,-21,27
trial 518,rider 3,path 1,21,1,-17.0,-17,-17
trial 518,rider 3,path 2,30,2,-10.0,-11,-9
trial 519,rider 1,path 1,17,1,-19.0,-19,-19
trial 519,rider 1,path 2,39,5,-6.2,-19,4
trial 519,rider 2,path 1,31,2,-15.0,-21,-9
trial 519,rider 2,path 2,30,2,-17.0,-24,-10
trial 519,rider 3,path 1,27,1,-14.0,-14,-14
trial 519,rider 3,path 2,17,1,-19.0,-19,-19
trial 519,rider 3,path 3,17,1,-16.0,-16,-16
trial 520,rider 1,path 1,17,1,-19.0,-19,-19
trial 520,rider 1,path 2,33,2,-12.5,-19,-6
trial 520,rider 1,path 3,13,1,-21.0,-21,-21
trial 520,rider 2,path 1,45,4,-6.25,-21,9
trial 520,rider 3,path 1,21,1,-17.0,-17,-17
trial 520,rider 3,path 2,17,1,-19.0,-19,-19
trial 520,rider 3,path 3,41,3,-2.3333333333333335,-16,17
trial 521,rider 1,path 1,9,1,-23.0,-23,-23
trial 521,rider 1,path 2,29,2,-13.5,-17,-10
trial 521,rider 1,path 3,32,3,-12.333333333333334,-18,-6
trial 521,rider 2,path 1,22,2,-14.0,-19,-9
trial 521,rider 2,path 2,34,3,-6.666666666666667,-19,8
trial 521,rider 3,path 1,23,1,-16.0,-16,-16
trial 521,rider 3,path 2,23,1,-16.0,-16,-16
trial 522,rider 1,path 1,27,1,-14.0,-14,-14
trial 522,rider 1,path 2,39,3,-10.0,-22,0
trial 522,rider 2,path 1,13,1,-21.0,-21,-21
trial 522,rider 2,path 2,53,5,3.2,-16,23
trial 522,rider 3,path 1,25,1,-15.0,-15,-15
trial 522,rider 3,path 2,27,1,-14.0,-14,-14
trial 522,rider 3,path 3,19,1,0.0,0,0
trial 523,rider 1,path 1,21,1,-17.0,-17,-17
trial 523,rider 1,path 2,25,2,-12.0,-12,-12
trial 523,rider 2,path 1,25,1,-15.0,-15,-15
trial 523,rider 2,path 2,29,2,-2.0,-13,9
trial 523,rider 3,path 1,27,1,-14.0,-14,-14
trial 523,rider 3,path 2,19,1,-18.0,-18,-18
trial 523,rider 3,path 3,54,5,3.4,-13,20
trial 524,rider 1,path 1,17,1,-19.0,-19,-19
trial 524,rider 1,path 2,17,1,-19.0,-19,-19
trial 524,rider 1,path 3,25,2,-14.5,-17,-12
trial 524,rider 2,path 1,45,5,-4.4,-18,10
trial 524,rider 3,path 1,27,1,-14.0,-14,-14
trial 524,rider 3,path 2,34,3,-12.333333333333334,-24,0
trial 525,rider 1,path 1,17,1,-19.0,-19,-19
trial 525,rider 1,path 2,43,4,-4.25,-21,16
trial 525,rider 2,path 1,9,1,-23.0,-23,-23
trial 525,rider 2,path 2,22,2,-15.0,-19,-11
trial 525,rider 2,path 3,26,2,-11.5,-18,-5
trial 525,rider 3,path 1,27,1,-14.0,-14,-14
trial 525,rider 3,path 2,17,1,-19.0,-19,-19
trial 525,rider 3,path 3,23,1,-16.0,-16,-16
trial 526,rider 1,path 1,19,1,-18.0,-18,-18
trial 526,rider 1,path 2,18,2,-18.5,-22,-15
trial 526,rider 1,path 3,25,2,-10.5,-15,-6
trial 526,rider 2,path 1,9,1,-23.0,-23,-23
trial 526,rider 2,path 2,33,2,-10.5,-14,-7
trial 526,rider 2,path 3,28,2,-13.5,-17,-10
trial 526,rider 3,path 1,21,1,-17.0,-17,-17
trial 526,rider 3,path 2,23,1,-16.0,-16,-16
trial 526,rider 3,path 3,21,1,-17.0,-17,-17
trial 527,rider 1,path 1,19,1,-18.0,-18,-18
trial 527,rider 1,path 2,53,5,-0.4,-21,18
trial 527,rider 2,path 1,23,1,-16.0,-16,-16
trial 527,rider 2,path 2,33,2,-11.5,-18,-5
trial 527,rider 3,path 1,23,1,-16.0,-16,-16
trial 527,rider 3,path 2,38,3,-5.666666666666667,-18,6
trial 528,rider 1,path 1,32,3,-13.666666666666666,-20,-6
trial 528,rider 2,path 1,15,1,-20.0,-20,-20
trial 528,rider 2,path 2,27,2,-15.5,-23,-8
trial 528,rider 2,path 3,13,2,-25.5,-30,-21
trial 528,rider 3,path 1,15,1,-20.0,-20,-20
trial 528,rider 3,path 2,23,1,-16.0,-16,-16
trial 528,rider 3,path 3,38,3,-5.0,-16,10
trial 529,rider 1,path 1,34,3,-8.333333333333334,-18,-2
trial 529,rider 1,path 2,28,2,-10.5,-16,-5
trial 529,rider 2,path 1,19,1,-18.0,-18,-18
trial 529,rider 2,path 2,28,2,-8.5,-15,-2
trial 529,rider 2,path 3,23,1,6.0,6,6
trial 529,rider 3,path 1,27,1,-14.0,-14,-14
trial 529,rider 3,path 2,34,3,-8.333333333333334,-13,-5
trial 530,rider 1,path 1,13,1,-21.0,-21,-21
trial 530,rider 1,path 2,46,4,-3.75,-23,12
trial 530,rider 2,path 1,17,1,-19.0,-19,-19
trial 530,rider 2,path 2,17,1,-19.0,-19,-19
trial 530,rider 3,path 1,23,1,-16.0,-16,-16
trial 530,rider 3,path 2,13,1,-17.0,-17,-17
trial 530,rider 3,path 3,36,4,-9.5,-20,2
trial 531,rider 1,path 1,9,1,-23.0,-23,-23
trial 531,rider 1,path 2,19,2,-14.5,-21,-8
trial 531,rider 1,path 3,32,3,-8.0,-18,1
trial 531,rider 2,path 1,21,1,-17.0,-17,-17
trial 531,rider 2,path 2,38,3,-5.333333333333333,-12,-1
trial 531,rider 3,path 1,15,1,-20.0,-20,-20
trial 531,rider 3,path 2,9,1,-23.0,-23,-23
trial 531,rider 3,path 3,27,1,-12.0,-12,-12
trial 532,rider 1,path 1,11,1,-22.0,-22,-22
trial 532,rider 1,path 2,35,4,-10.5,-21,11
trial 532,rider 2,path 1,19,1,-18.0,-18,-18
trial 532,rider 2,path 2,34,3,-7.0,-14,2
trial 532,rider 3,path 1,27,1,-14.0,-14,-14
trial 532,rider 3,path 2,38,3,-8.333333333333334,-18,0
trial 533,rider 1,path 1,16,2,-18.5,-22,-15
trial 533,rider 1,path 2,29,2,-10.0,-14,-6
trial 533,rider 1,path 3,15,1,-20.0,-20,-20
trial 533,rider 2,path 1,23,1,-16.0,-16,-16
trial 533,rider 2,path 2,9,1,-23.0,-23,-23
trial 533,rider 2,path 3,24,3,-19.333333333333332,-26,-13
trial 533,rider 3,path 1,19,1,-18.0,-18,-18
trial 533,rider 3,path 2,19,1,-18.0,-18,-18
trial 533,rider 3,path 3,17,1,-19.0,-19,-19
trial 534,rider 1,path 1,37,3,-11.0,-18,-4
trial 534,rider 2,path 1,7,1,-24.0,-24,-24
trial 534,rider 2,path 2,15,1,-20.0,-20,-20
trial 534,rider 2,path 3,45,4,-3.0,-19,13
trial 534,rider 3,path 1,27,1,-14.0,-14,-14
trial 534,rider 3,path 2,17,1,-19.0,-19,-19
trial 534,rider 3,path 3,35,2,-11.0,-18,-4
trial 535,rider 1,path 1,16,2,-19.0,-24,-14
trial 535,rider 1,path 2,32,2,-6.5,-10,-3
trial 535,rider 1,path 3,27,3,-5.666666666666667,-15,3
trial 535,rider 2,path 1,21,1,-17.0,-17,-17
trial 535,rider 2,path 2,26,2,-15.0,-18,-12
trial 535,rider 3,path 1,27,1,-14.0,-14,-14
trial 535,rider 3,path 2,25,1,-11.0,-11,-11
trial 535,rider 3,path 3,19,1,-18.0,-18,-18
trial 536,rider 1,path 1,27,2,-6.0,-11,-1
trial 536,rider 1,path 2,39,3,-3.6666666666666665,-13,3
trial 536,rider 2,path 1,9,1,-23.0,-23,-23
trial 536,rider 2,path 2,17,1,-19.0,-19,-19
trial 536,rider 2,path 3,41,3,-8.0,-18,4
trial 536,rider 3,path 1,29,1,-13.0,-13,-13
trial 536,rider 3,path 2,28,2,-12.5,-18,-7
trial 537,rider 1,path 1,23,2,-15.0,-20,-10
trial 537,rider 1,path 2,48,4,-2.25,-16,12
trial 537,rider 2,path 1,25,1,-15.0,-15,-15
trial 537,rider 2,path 2,38,3,1.0,-10,14
trial 537,rider 3,path 1,23,1,-16.0,-16,-16
trial 537,rider 3,path 2,35,2,-8.0,-10,-6
trial 538,rider 1,path 1,39,4,-3.75,-11,10
trial 538,rider 2,path 1,23,1,-16.0,-16,-16
trial 538,rider 2,path 2,13,1,-21.0,-21,-21
trial 538,rider 2,path 3,37,3,-8.666666666666666,-15,-4
trial 538,rider 3,path 1,23,1,-16.0,-16,-16
trial 538,rider 3,path 2,35,2,-12.5,-21,-4
trial 538,rider 3,path 3,23,1,-11.0,-11,-11
trial 539,rider 1,path 1,21,1,-17.0,-17,-17
trial 539,rider 1,path 2,34,4,-1.0,-14,6
trial 539,rider 1,path 3,7,1,-12.0,-12,-12
trial 539,rider 2,path 1,23,1,-16.0,-16,-16
trial 539,rider 2,path 2,34,2,-8.5,-10,-7
trial 539,rider 3,path 1,27,1,-14.0,-14,-14
trial 539,rider 3,path 2,33,3,-11.666666666666666,-24,-1
trial 540,rider 1,path 1,9,1,-23.0,-23,-23
trial 540,rider 1,path 2,30,2,-3.5,-8,1
trial 540,rider 1,path 3,34,2,-7.0,-15,1
trial 540,rider 2,path 1,49,5,-1.8,-23,18
trial 540,rider 3,path 1,27,1,-14.0,-14,-14
trial 540,rider 3,path 2,13,1,-16.0,-16,-16
trial 540,rider 3,path 3,17,1,-19.0,-19,-19
trial 541,rider 1,path 1,27,2,-13.0,-19,-7
trial 541,rider 1,path 2,24,2,-15.5,-20,-11
trial 541,rider 1,path 3,9,1,-18.0,-18,-18
trial 541,rider 2,path 1,30,2,-13.0,-16,-10
trial 541,rider 2,path 2,23,1,-16.0,-16,-16
trial 541,rider 3,path 1,23,1,-16.0,-16,-16
trial 541,rider 3,path 2,43,4,-3.0,-8,4
trial 542,rider 1,path 1,29,1,-13.0,-13,-13
trial 542,rider 1,path 2,36,4,-5.25,-13,8
trial 542,rider 2,path 1,23,1,-16.0,-16,-16
trial 542,rider 2,path 2,26,2,-14.0,-19,-9
trial 542,rider 3,path 1,11,1,-22.0,-22,-22
trial 542,rider 3,path 2,15,1,-20.0,-20,-20
trial 542,rider 3,path 3,23,1,-15.0,-15,-15
trial 542,rider 3,path 4,30,2,-2.5,-11,6
trial 543,rider 1,path 1,53,6,-1.5,-23,19
trial 543,rider 2,path 1,27,1,-14.0,-14,-14
trial 543,rider 2,path 2,27,2,-14.5,-18,-11
trial 543,rider 2,path 3,21,1,-6.0,-6,-6
trial 543,rider 3,path 1,27,1,-14.0,-14,-14
trial 543,rider 3,path 2,21,1,-13.0,-13,-13
trial 543,rider 3,path 3,21,1,-14.0,-14,-14
trial 544,rider 1,path 1,13,1,-21.0,-21,-21
trial 544,rider 1,path 2,30,2,-10.5,-13,-8
trial 544,rider 1,path 3,50,5,-0.8,-23,14
trial 544,rider 2,path 1,29,1,-13.0,-13,-13
trial 544,rider 2,path 2,34,2,-7.0,-18,4
trial 544,rider 3,path 1,21,1,-17.0,-17,-17
trial 544,rider 3,path 2,31,1,-8.0,-8,-8
trial 545,rider 1,path 1,30,2,-13.0,-17,-9
trial 545,rider 1,path 2,33,2,-14.5,-21,-8
trial 545,rider 2,path 1,21,1,-17.0,-17,-17
trial 545,rider 2,path 2,19,1,-11.0,-11,-11
trial 545,rider 2,path 3,32,3,-11.333333333333334,-22,-2
trial 545,rider 3,path 1,19,1,-18.0,-18,-18
trial 545,rider 3,path 2,23,2,-19.0,-30,-8
trial 545,rider 3,path 3,29,1,-12.0,-12,-12
trial 546,rider 1,path 1,7,1,-20.0,-20,-20
trial 546,rider 1,path 2,21,1,-14.0,-14,-14
trial 546,rider 1,path 3,40,4,2.0,-5,10
trial 546,rider 2,path 1,13,1,-21.0,-21,-21
trial 546,rider 2,path 2,13,1,-21.0,-21,-21
trial 546,rider 2,path 3,33,2,-6.5,-11,-2
trial 546,rider 3,path 1,21,1,-17.0,-17,-17
trial 546,rider 3,path 2,11,1,-22.0,-22,-22
trial 546,rider 3,path 3,23,1,-16.0,-16,-16
trial 547,rider 1,path 1,39,3,-7.333333333333333,-21,6
trial 547,rider 1,path 2,28,2,-13.0,-15,-11
trial 547,rider 2,path 1,25,1,-15.0,-15,-15
trial 547,rider 2,path 2,33,3,-9.333333333333334,-17,0
trial 547,rider 3,path 1,23,1,-16.0,-16,-16
trial 547,rider 3,path 2,21,1,-12.0,-12,-12
trial 547,rider 3,path 3,31,2,-10.5,-14,-7
trial 548,rider 1,path 1,21,1,-17.0,-17,-17
trial 548,rider 1,path 2,29,2,-15.5,-21,-10
trial 548,rider 2,path 1,7,1,-24.0,-24,-24
trial 548,rider 2,path 2,23,1,-16.0,-16,-16
trial 548,rider 2,path 3,20,2,-15.5,-21,-10
trial 548,rider 3,path 1,23,1,-16.0,-16,-16
trial 548,rider 3,path 2,19,2,-18.5,-22,-15
trial 548,rider 3,path 3,15,1,-19.0,-19,-19
trial 548,rider 3,path 4,32,2,-5.0,-14,4
trial 549,rider 1,path 1,30,2,-7.0,-14,0
trial 549,rider 1,path 2,36,3,3.0,2,4
trial 549,rider 2,path 1,13,1,-21.0,-21,-21
trial 549,rider 2,path 2,30,2,-12.5,-20,-5
trial 549,rider 2,path 3,36,3,0.3333333333333333,-3,4
trial 549,rider 3,path 1,23,1,-16.0,-16,-16
trial 549,rider 3,path 2,27,1,-12.0,-12,-12
trial 550,rider 1,path 1,21,2,-15.0,-20,-10
trial 550,rider 1,path 2,13,1,-21.0,-21,-21
trial 550,rider 1,path 3,11,1,-15.0,-15,-15
trial 550,rider 2,path 1,24,2,-13.5,-18,-9
trial 550,rider 2,path 2,19,1,-18.0,-18,-18
trial 550,rider 2,path 3,30,2,-13.0,-20,-6
trial 550,rider 3,path 1,21,1,-17.0,-17,-17
trial 550,rider 3,path 2,34,3,-8.666666666666666,-13,-5
trial 551,rider 1,path 1,17,1,-19.0,-19,-19
trial 551,rider 1,path 2,38,3,-11.333333333333334,-22,1
trial 551,rider 1,path 3,19,1,-15.0,-15,-15
trial 551,rider 2,path 1,21,2,-15.5,-21,-10
trial 551,rider 2,path 2,15,1,-20.0,-20,-20
trial 551,rider 2,path 3,29,2,-10.0,-16,-4
trial 551,rider 3,path 1,19,1,-18.0,-18,-18
trial 551,rider 3,path 2,29,2,-12.0,-14,-10
trial 552,rider 1,path 1,13,1,-21.0,-21,-21
trial 552,rider 1,path 2,34,3,2.6666666666666665,-12,14
trial 552,rider 2,path 1,23,1,-16.0,-16,-16
trial 552,rider 2,path 2,37,3,-6.333333333333333,-10,-3
trial 552,rider 3,path 1,23,1,-16.0,-16,-16
trial 552,rider 3,path 2,48,4,1.75,-6,18
trial 553,rider 1,path 1,25,1,-15.0,-15,-15
trial 553,rider 1,path 2,28,2,-3.0,-15,9
trial 553,rider 2,path 1,24,2,-11.0,-15,-7
trial 553,rider 2,path 2,36,3,2.6666666666666665,0,5
trial 553,rider 3,path 1,7,1,-24.0,-24,-24
trial 553,rider 3,path 2,28,2,-12.5,-14,-11
trial 553,rider 3,path 3,32,2,-11.0,-18,-4
trial 554,rider 1,path 1,19,1,-13.0,-13,-13
trial 554,rider 1,path 2,28,2,-12.5,-18,-7
trial 554,rider 2,path 1,9,1,-23.0,-23,-23
trial 554,rider 2,path 2,21,2,-22.0,-30,-14
trial 554,rider 2,path 3,17,1,-19.0,-19,-19
trial 554,rider 3,path 1,27,1,-14.0,-14,-14
trial 554,rider 3,path 2,50,5,1.2,-16,20
trial 555,rider 1,path 1,17,1,-19.0,-19,-19
trial 555,rider 1,path 2,21,1,-12.0,-12,-12
trial 555,rider 1,path 3,21,2,-13.0,-21,-5
trial 555,rider 2,path 1,21,1,-17.0,-17,-17
trial 555,rider 2,path 2,32,2,-12.0,-17,-7
trial 555,rider 2,path 3,17,1,-18.0,-18,-18
trial 555,rider 3,path 1,42,3,-7.0,-22,8
trial 555,rider 3,path 2,32,2,-12.5,-19,-6
trial 556,rider 1,path 1,23,1,-16.0,-16,-16
trial 556,rider 1,path 2,11,1,-22.0,-22,-22
trial 556,rider 1,path 3,13,1,-21.0,-21,-21
trial 556,rider 2,path 1,17,1,-19.0,-19,-19
trial 556,rider 2,path 2,28,3,-12.0,-18,-2
trial 556,rider 3,path 1,29,1,-13.0,-13,-13
trial 556,rider 3,path 2,47,5,-1.0,-18,12
trial 557,rider 1,path 1,31,3,-9.666666666666666,-18,0
trial 557,rider 1,path 2,44,4,-5.25,-13,5
trial 557,rider 2,path 1,48,4,-1.5,-20,11
trial 557,rider 3,path 1,23,1,-16.0,-16,-16
trial 558,rider 1,path 1,11,1,-22.0,-22,-22
trial 558,rider 1,path 2,15,1,-20.0,-20,-20
trial 558,rider 1,path 3,34,2,-12.0,-19,-5
trial 558,rider 1,path 4,28,2,3.5,-1,8
trial 558,rider 2,path 1,21,1,-17.0,-17,-17
trial 558,rider 2,path 2,29,2,-11.5,-18,-5
trial 558,rider 3,path 1,17,1,-19.0,-19,-19
trial 558,rider 3,path 2,19,1,-18.0,-18,-18
trial 558,rider 3,path 3,27,1,-13.0,-13,-13
trial 558,rider 3,path 4,23,1,-1.0,-1,-1
trial 559,rider 1,path 1,21,1,-17.0,-17,-17
trial 559,rider 1,path 2,41,3,-10.666666666666666,-20,0
trial 559,rider 2,path 1,25,1,-15.0,-15,-15
trial 559,rider 2,path 2,28,2,-12.0,-14,-10
trial 559,rider 3,path 1,19,1,-18.0,-18,-18
trial 559,rider 3,path 2,31,3,-10.666666666666666,-24,0
trial 559,rider 3,path 3,25,2,-12.0,-21,-3
trial 560,rider 1,path 1,17,1,-19.0,-19,-19
trial 560,rider 1,path 2,28,2,-12.0,-13,-11
trial 560,rider 1,path 3,15,1,-18.0,-18,-18
trial 560,rider 2,path 1,27,2,-11.5,-17,-6
trial 560,rider 2,path 2,45,4,-5.25,-18,6
trial 560,rider 3,path 1,31,1,-12.0,-12,-12
trial 560,rider 3,path 2,17,1,-19.0,-19,-19
trial 560,rider 3,path 3,27,1,-8.0,-8,-8
trial 561,rider 1,path 1,23,2,-13.0,-13,-13
trial 561,rider 1,path 2,27,3,-1.6666666666666667,-9,4
trial 561,rider 1,path 3,17,1,-17.0,-17,-17
trial 561,rider 2,path 1,29,2,-10.5,-13,-8
trial 561,rider 2,path 2,27,1,-14.0,-14,-14
trial 561,rider 3,path 1,27,1,-14.0,-14,-14
trial 561,rider 3,path 2,28,3,-4.0,-14,13
trial 562,rider 1,path 1,21,1,-17.0,-17,-17
trial 562,rider 1,path 2,26,2,-8.0,-10,-6
trial 562,rider 2,path 1,35,2,-9.0,-14,-4
trial 562,rider 2,path 2,51,5,2.0,-24,26
trial 562,rider 3,path 1,21,1,-17.0,-17,-17
trial 562,rider 3,path 2,27,2,-12.0,-13,-11
trial 563,rider 1,path 1,13,1,-21.0,-21,-21
trial 563,rider 1,path 2,42,4,-4.25,-22,9
trial 563,rider 2,path 1,23,2,-17.0,-21,-13
trial 563,rider 2,path 2,25,2,-10.5,-19,-2
trial 563,rider 3,path 1,21,1,-17.0,-17,-17
trial 563,rider 3,path 2,23,1,-13.0,-13,-13
trial 563,rider 3,path 3,33,2,1.0,-2,4
trial 564,rider 1,path 1,13,1,-21.0,-21,-21
trial 564,rider 1,path 2,34,2,-11.0,-20,-2
trial 564,rider 1,path 3,31,2,-1.5,-2,-1
trial 564,rider 2,path 1,23,1,-16.0,-16,-16
trial 564,rider 2,path 2,22,2,-15.0,-20,-10
trial 564,rider 2,path 3,34,3,-4.666666666666667,-23,11
trial 564,rider 3,path 1,25,1,-15.0,-15,-15
trial 564,rider 3,path 2,27,1,-14.0,-14,-14
trial 565,rider 1,path 1,17,1,-19.0,-19,-19
trial 565,rider 1,path 2,39,4,7.0,-8,18
trial 565,rider 2,path 1,23,1,-16.0,-16,-16
trial 565,rider 2,path 2,25,1,-15.0,-15,-15
trial 565,rider 2,path 3,11,1,-5.0,-5,-5
trial 565,rider 3,path 1,23,1,-16.0,-16,-16
trial 565,rider 3,path 2,47,4,2.75,-6,10
trial 566,rider 1,path 1,23,1,-16.0,-16,-16
trial 566,rider 1,path 2,23,2,-14.5,-21,-8
trial 566,rider 2,path 1,49,4,-1.75,-15,10
trial 566,rider 3,path 1,23,1,-16.0,-16,-16
trial 566,rider 3,path 2,34,2,-13.5,-21,-6
trial 566,rider 3,path 3,38,3,-5.333333333333333,-16,4
trial 567,rider 1,path 1,25,1,-15.0,-15,-15
trial 567,rider 1,path 2,20,2,-16.0,-21,-11
trial 567,rider 2,path 1,52,6,-3.6666666666666665,-22,19
trial 567,rider 3,path 1,17,1,-19.0,-19,-19
trial 567,rider 3,path 2,27,2,-14.0,-17,-11
trial 567,rider 3,path 3,23,1,-6.0,-6,-6
trial 568,rider 1,path 1,38,3,-9.0,-21,0
trial 568,rider 1,path 2,39,3,-6.333333333333333,-16,5
trial 568,rider 2,path 1,23,1,-16.0,-16,-16
trial 568,rider 2,path 2,28,2,-14.0,-18,-10
trial 568,rider 3,path 1,27,1,-14.0,-14,-14
trial 568,rider 3,path 2,28,2,-11.5,-21,-2
trial 568,rider 3,path 3,23,1,-16.0,-16,-16
trial 569,rider 1,path 1,34,3,-7.666666666666667,-19,5
trial 569,rider 1,path 2,23,1,-8.0,-8,-8
trial 569,rider 2,path 1,9,1,-23.0,-23,-23
trial 569,rider 2,path 2,23,1,-15.0,-15,-15
trial 569,rider 2,path 3,39,4,-7.0,-23,9
trial 569,rider 3,path 1,19,1,-18.0,-18,-18
trial 569,rider 3,path 2,27,1,-14.0,-14,-14
trial 569,rider 3,path 3,23,1,-16.0,-16,-16
trial 570,rider 1,path 1,51,6,0.3333333333333333,-22,23
trial 570,rider 2,path 1,23,1,-16.0,-16,-16
trial 570,rider 2,path 2,25,2,-15.5,-19,-12
